"['cfd', 1, 0, 0]"
"['fea', 1, 0, 0]"
"['cad', 1, 0, 0]"
"['cad modeling', 1, 0, 0]"
"['etl ( extract transform load )', 2, 0, 0]"
"['machine learning , er studio 9.7 , tableau 9.03 , aws , teradata 15 , mdm , git , unix , python 3.5.2 , , mllib , sa , regression , logistic regression , hadoop , nosql , teradata , oltp , random forest , olap , hdfs , od , nltk , svm , json , xml , mapreduce', 1, 0, 0]"
"['database modeling', 1, 0, 0]"
"['crf', 1, 0, 0]"
"['hmm', 1, 1, 1.0]"
"['independent component analysis', 1, 0, 0]"
"['jupyter', 1, 34, 34.0]"
"['markdown', 1, 2, 2.0]"
"['adobe analytics', 1, 0, 0]"
"['scipy', 1, 30, 30.0]"
"['memsql', 1, 0, 0]"
"['six sigma', 1, 0, 0]"
"['autoencoder', 1, 0, 0]"
"['apache storm', 2, 0, 0]"
"['database .', 1, 0, 0]"
"['user interface design', 1, 0, 0]"
"['interface design', 1, 0, 0]"
"['user interface', 1, 0, 0]"
"['essbase', 1, 0, 0]"
"['jsf', 1, 0, 0]"
"['laravel', 1, 0, 0]"
"['subversion', 1, 1, 1.0]"
"['statsmodel', 1, 0, 0]"
"['system administration', 1, 0, 0]"
"['window', 1, 2, 2.0]"
"['communication protocol', 1, 0, 0]"
"['analysis', 1, 647, 647.0]"
"['linear algebra', 1, 0, 0]"
"['calculus', 1, 12, 12.0]"
"['api and web app deployment', 1, 0, 0]"
"['h20 driverless ai', 1, 0, 0]"
"['supply chain', 1, 0, 0]"
"['derivative', 1, 0, 0]"
"['• experience in machine learning , datamining with large datasets of structured and unstructured data , data acquisition , data validation , predictive modelling , data visualization . • experience in cod sql/pl sql use procedure , trigger , and package .', 1, 0, 0]"
"['@ risk', 1, 0, 0]"
"['visio , mssql , mysql , tableau , bokeh , python , microsoft office , mpp , ssis , ssrs , agile methodology', 1, 0, 0]"
"['ccna', 1, 0, 0]"
"['network analysis', 1, 0, 0]"
"['blob', 1, 1, 1.0]"
"['design of experiment', 1, 0, 0]"
"['analytical programming', 1, 0, 0]"
"['er studio', 1, 0, 0]"
